Voices,Path
pathology,data/DataSets/Disorder Voices/1835.wav
pathology,data/DataSets/Disorder Voices/1836.wav
pathology,data/DataSets/Disorder Voices/1837.wav
pathology,data/DataSets/Disorder Voices/1838.wav
pathology,data/DataSets/Disorder Voices/1839.wav
pathology,data/DataSets/Disorder Voices/184.wav
pathology,data/DataSets/Disorder Voices/1840.wav
pathology,data/DataSets/Disorder Voices/1841.wav
pathology,data/DataSets/Disorder Voices/1842.wav
pathology,data/DataSets/Disorder Voices/1843.wav
pathology,data/DataSets/Disorder Voices/1844.wav
pathology,data/DataSets/Disorder Voices/1845.wav
pathology,data/DataSets/Disorder Voices/1846.wav
pathology,data/DataSets/Disorder Voices/1847.wav
pathology,data/DataSets/Disorder Voices/1848.wav
pathology,data/DataSets/Disorder Voices/1849.wav
pathology,data/DataSets/Disorder Voices/185.wav
pathology,data/DataSets/Disorder Voices/1850.wav
pathology,data/DataSets/Disorder Voices/1851.wav
pathology,data/DataSets/Disorder Voices/1852.wav
pathology,data/DataSets/Disorder Voices/1853.wav
pathology,data/DataSets/Disorder Voices/1854.wav
pathology,data/DataSets/Disorder Voices/1855.wav
pathology,data/DataSets/Disorder Voices/1856.wav
pathology,data/DataSets/Disorder Voices/1857.wav
pathology,data/DataSets/Disorder Voices/1858.wav
pathology,data/DataSets/Disorder Voices/1859.wav
pathology,data/DataSets/Disorder Voices/186.wav
pathology,data/DataSets/Disorder Voices/1860.wav
pathology,data/DataSets/Disorder Voices/1861.wav
pathology,data/DataSets/Disorder Voices/1862.wav
pathology,data/DataSets/Disorder Voices/1863.wav
pathology,data/DataSets/Disorder Voices/1864.wav
pathology,data/DataSets/Disorder Voices/1865.wav
pathology,data/DataSets/Disorder Voices/1866.wav
pathology,data/DataSets/Disorder Voices/1867.wav
pathology,data/DataSets/Disorder Voices/1868.wav
pathology,data/DataSets/Disorder Voices/1869.wav
pathology,data/DataSets/Disorder Voices/187.wav
pathology,data/DataSets/Disorder Voices/1870.wav
pathology,data/DataSets/Disorder Voices/1871.wav
pathology,data/DataSets/Disorder Voices/1872.wav
pathology,data/DataSets/Disorder Voices/1873.wav
pathology,data/DataSets/Disorder Voices/1874.wav
pathology,data/DataSets/Disorder Voices/1875.wav
pathology,data/DataSets/Disorder Voices/1876.wav
pathology,data/DataSets/Disorder Voices/1877.wav
pathology,data/DataSets/Disorder Voices/1878.wav
pathology,data/DataSets/Disorder Voices/1879.wav
pathology,data/DataSets/Disorder Voices/188.wav
pathology,data/DataSets/Disorder Voices/1880.wav
pathology,data/DataSets/Disorder Voices/1881.wav
pathology,data/DataSets/Disorder Voices/1882.wav
pathology,data/DataSets/Disorder Voices/1883.wav
pathology,data/DataSets/Disorder Voices/1884.wav
pathology,data/DataSets/Disorder Voices/1885.wav
pathology,data/DataSets/Disorder Voices/1886.wav
pathology,data/DataSets/Disorder Voices/1887.wav
pathology,data/DataSets/Disorder Voices/1888.wav
pathology,data/DataSets/Disorder Voices/1889.wav
pathology,data/DataSets/Disorder Voices/189.wav
pathology,data/DataSets/Disorder Voices/1890.wav
pathology,data/DataSets/Disorder Voices/1891.wav
pathology,data/DataSets/Disorder Voices/1892.wav
pathology,data/DataSets/Disorder Voices/1893.wav
pathology,data/DataSets/Disorder Voices/1894.wav
pathology,data/DataSets/Disorder Voices/1895.wav
pathology,data/DataSets/Disorder Voices/1896.wav
pathology,data/DataSets/Disorder Voices/1897.wav
pathology,data/DataSets/Disorder Voices/1898.wav
pathology,data/DataSets/Disorder Voices/1899.wav
pathology,data/DataSets/Disorder Voices/19.wav
pathology,data/DataSets/Disorder Voices/190.wav
pathology,data/DataSets/Disorder Voices/1900.wav
pathology,data/DataSets/Disorder Voices/1901.wav
pathology,data/DataSets/Disorder Voices/1902.wav
pathology,data/DataSets/Disorder Voices/1903.wav
pathology,data/DataSets/Disorder Voices/1904.wav
pathology,data/DataSets/Disorder Voices/1905.wav
pathology,data/DataSets/Disorder Voices/1906.wav
pathology,data/DataSets/Disorder Voices/1907.wav
pathology,data/DataSets/Disorder Voices/1908.wav
pathology,data/DataSets/Disorder Voices/1909.wav
pathology,data/DataSets/Disorder Voices/191.wav
pathology,data/DataSets/Disorder Voices/1910.wav
pathology,data/DataSets/Disorder Voices/1911.wav
pathology,data/DataSets/Disorder Voices/1912.wav
pathology,data/DataSets/Disorder Voices/1913.wav
pathology,data/DataSets/Disorder Voices/1914.wav
pathology,data/DataSets/Disorder Voices/1915.wav
pathology,data/DataSets/Disorder Voices/1916.wav
pathology,data/DataSets/Disorder Voices/1917.wav
pathology,data/DataSets/Disorder Voices/1918.wav
pathology,data/DataSets/Disorder Voices/1919.wav
pathology,data/DataSets/Disorder Voices/192.wav
pathology,data/DataSets/Disorder Voices/1920.wav
pathology,data/DataSets/Disorder Voices/1921.wav
pathology,data/DataSets/Disorder Voices/1922.wav
pathology,data/DataSets/Disorder Voices/1923.wav
pathology,data/DataSets/Disorder Voices/1924.wav
pathology,data/DataSets/Disorder Voices/1925.wav
pathology,data/DataSets/Disorder Voices/1926.wav
pathology,data/DataSets/Disorder Voices/1927.wav
pathology,data/DataSets/Disorder Voices/1928.wav
pathology,data/DataSets/Disorder Voices/1929.wav
pathology,data/DataSets/Disorder Voices/193.wav
pathology,data/DataSets/Disorder Voices/1930.wav
pathology,data/DataSets/Disorder Voices/1931.wav
pathology,data/DataSets/Disorder Voices/1932.wav
pathology,data/DataSets/Disorder Voices/1933.wav
pathology,data/DataSets/Disorder Voices/1934.wav
pathology,data/DataSets/Disorder Voices/1935.wav
pathology,data/DataSets/Disorder Voices/1936.wav
pathology,data/DataSets/Disorder Voices/1937.wav
pathology,data/DataSets/Disorder Voices/1938.wav
pathology,data/DataSets/Disorder Voices/1939.wav
pathology,data/DataSets/Disorder Voices/194.wav
pathology,data/DataSets/Disorder Voices/1940.wav
pathology,data/DataSets/Disorder Voices/1941.wav
pathology,data/DataSets/Disorder Voices/1942.wav
pathology,data/DataSets/Disorder Voices/1943.wav
pathology,data/DataSets/Disorder Voices/1944.wav
pathology,data/DataSets/Disorder Voices/1945.wav
pathology,data/DataSets/Disorder Voices/1946.wav
pathology,data/DataSets/Disorder Voices/1947.wav
pathology,data/DataSets/Disorder Voices/1948.wav
pathology,data/DataSets/Disorder Voices/1949.wav
pathology,data/DataSets/Disorder Voices/195.wav
pathology,data/DataSets/Disorder Voices/1950.wav
pathology,data/DataSets/Disorder Voices/1951.wav
pathology,data/DataSets/Disorder Voices/1952.wav
pathology,data/DataSets/Disorder Voices/1953.wav
pathology,data/DataSets/Disorder Voices/1954.wav
pathology,data/DataSets/Disorder Voices/1955.wav
pathology,data/DataSets/Disorder Voices/1956.wav
pathology,data/DataSets/Disorder Voices/1957.wav
pathology,data/DataSets/Disorder Voices/1958.wav
pathology,data/DataSets/Disorder Voices/1959.wav
pathology,data/DataSets/Disorder Voices/196.wav
pathology,data/DataSets/Disorder Voices/1960.wav
pathology,data/DataSets/Disorder Voices/1961.wav
pathology,data/DataSets/Disorder Voices/1962.wav
pathology,data/DataSets/Disorder Voices/1963.wav
pathology,data/DataSets/Disorder Voices/1964.wav
pathology,data/DataSets/Disorder Voices/1965.wav
pathology,data/DataSets/Disorder Voices/1966.wav
pathology,data/DataSets/Disorder Voices/1967.wav
pathology,data/DataSets/Disorder Voices/1968.wav
pathology,data/DataSets/Disorder Voices/1969.wav
pathology,data/DataSets/Disorder Voices/197.wav
pathology,data/DataSets/Disorder Voices/1970.wav
pathology,data/DataSets/Disorder Voices/1971.wav
pathology,data/DataSets/Disorder Voices/1972.wav
pathology,data/DataSets/Disorder Voices/1973.wav
pathology,data/DataSets/Disorder Voices/1974.wav
pathology,data/DataSets/Disorder Voices/1975.wav
pathology,data/DataSets/Disorder Voices/1976.wav
pathology,data/DataSets/Disorder Voices/1977.wav
pathology,data/DataSets/Disorder Voices/1978.wav
pathology,data/DataSets/Disorder Voices/1979.wav
pathology,data/DataSets/Disorder Voices/198.wav
pathology,data/DataSets/Disorder Voices/1980.wav
pathology,data/DataSets/Disorder Voices/1981.wav
pathology,data/DataSets/Disorder Voices/1982.wav
pathology,data/DataSets/Disorder Voices/1983.wav
pathology,data/DataSets/Disorder Voices/1984.wav
pathology,data/DataSets/Disorder Voices/1985.wav
pathology,data/DataSets/Disorder Voices/1986.wav
pathology,data/DataSets/Disorder Voices/1987.wav
pathology,data/DataSets/Disorder Voices/1988.wav
pathology,data/DataSets/Disorder Voices/1989.wav
pathology,data/DataSets/Disorder Voices/199.wav
pathology,data/DataSets/Disorder Voices/1990.wav
pathology,data/DataSets/Disorder Voices/1991.wav
pathology,data/DataSets/Disorder Voices/1992.wav
pathology,data/DataSets/Disorder Voices/1993.wav
pathology,data/DataSets/Disorder Voices/1994.wav
pathology,data/DataSets/Disorder Voices/1995.wav
pathology,data/DataSets/Disorder Voices/1996.wav
pathology,data/DataSets/Disorder Voices/1997.wav
pathology,data/DataSets/Disorder Voices/1998.wav
pathology,data/DataSets/Disorder Voices/1999.wav
pathology,data/DataSets/Disorder Voices/2.wav
pathology,data/DataSets/Disorder Voices/20.wav
pathology,data/DataSets/Disorder Voices/200.wav
pathology,data/DataSets/Disorder Voices/2000.wav
pathology,data/DataSets/Disorder Voices/201.wav
pathology,data/DataSets/Disorder Voices/202.wav
pathology,data/DataSets/Disorder Voices/203.wav
pathology,data/DataSets/Disorder Voices/204.wav
pathology,data/DataSets/Disorder Voices/205.wav
pathology,data/DataSets/Disorder Voices/206.wav
pathology,data/DataSets/Disorder Voices/207.wav
pathology,data/DataSets/Disorder Voices/208.wav
pathology,data/DataSets/Disorder Voices/209.wav
pathology,data/DataSets/Disorder Voices/21.wav
pathology,data/DataSets/Disorder Voices/210.wav
pathology,data/DataSets/Disorder Voices/211.wav
pathology,data/DataSets/Disorder Voices/212.wav
pathology,data/DataSets/Disorder Voices/213.wav
pathology,data/DataSets/Disorder Voices/214.wav
pathology,data/DataSets/Disorder Voices/215.wav
pathology,data/DataSets/Disorder Voices/216.wav
pathology,data/DataSets/Disorder Voices/217.wav
pathology,data/DataSets/Disorder Voices/218.wav
pathology,data/DataSets/Disorder Voices/219.wav
pathology,data/DataSets/Disorder Voices/22.wav
pathology,data/DataSets/Disorder Voices/220.wav
pathology,data/DataSets/Disorder Voices/221.wav
pathology,data/DataSets/Disorder Voices/222.wav
pathology,data/DataSets/Disorder Voices/223.wav
pathology,data/DataSets/Disorder Voices/224.wav
pathology,data/DataSets/Disorder Voices/225.wav
pathology,data/DataSets/Disorder Voices/226.wav
pathology,data/DataSets/Disorder Voices/227.wav
pathology,data/DataSets/Disorder Voices/228.wav
pathology,data/DataSets/Disorder Voices/229.wav
pathology,data/DataSets/Disorder Voices/23.wav
pathology,data/DataSets/Disorder Voices/230.wav
pathology,data/DataSets/Disorder Voices/231.wav
pathology,data/DataSets/Disorder Voices/232.wav
pathology,data/DataSets/Disorder Voices/233.wav
pathology,data/DataSets/Disorder Voices/234.wav
pathology,data/DataSets/Disorder Voices/235.wav
pathology,data/DataSets/Disorder Voices/236.wav
pathology,data/DataSets/Disorder Voices/237.wav
pathology,data/DataSets/Disorder Voices/238.wav
pathology,data/DataSets/Disorder Voices/239.wav
pathology,data/DataSets/Disorder Voices/24.wav
pathology,data/DataSets/Disorder Voices/240.wav
pathology,data/DataSets/Disorder Voices/241.wav
pathology,data/DataSets/Disorder Voices/242.wav
pathology,data/DataSets/Disorder Voices/243.wav
pathology,data/DataSets/Disorder Voices/244.wav
pathology,data/DataSets/Disorder Voices/245.wav
pathology,data/DataSets/Disorder Voices/246.wav
pathology,data/DataSets/Disorder Voices/247.wav
pathology,data/DataSets/Disorder Voices/248.wav
pathology,data/DataSets/Disorder Voices/249.wav
pathology,data/DataSets/Disorder Voices/25.wav
pathology,data/DataSets/Disorder Voices/250.wav
pathology,data/DataSets/Disorder Voices/251.wav
pathology,data/DataSets/Disorder Voices/252.wav
pathology,data/DataSets/Disorder Voices/253.wav
pathology,data/DataSets/Disorder Voices/254.wav
pathology,data/DataSets/Disorder Voices/255.wav
pathology,data/DataSets/Disorder Voices/256.wav
pathology,data/DataSets/Disorder Voices/257.wav
pathology,data/DataSets/Disorder Voices/258.wav
pathology,data/DataSets/Disorder Voices/259.wav
pathology,data/DataSets/Disorder Voices/26.wav
pathology,data/DataSets/Disorder Voices/260.wav
pathology,data/DataSets/Disorder Voices/261.wav
pathology,data/DataSets/Disorder Voices/262.wav
pathology,data/DataSets/Disorder Voices/263.wav
pathology,data/DataSets/Disorder Voices/264.wav
pathology,data/DataSets/Disorder Voices/265.wav
pathology,data/DataSets/Disorder Voices/266.wav
pathology,data/DataSets/Disorder Voices/267.wav
pathology,data/DataSets/Disorder Voices/268.wav
pathology,data/DataSets/Disorder Voices/269.wav
pathology,data/DataSets/Disorder Voices/27.wav
pathology,data/DataSets/Disorder Voices/270.wav
pathology,data/DataSets/Disorder Voices/271.wav
pathology,data/DataSets/Disorder Voices/272.wav
pathology,data/DataSets/Disorder Voices/273.wav
pathology,data/DataSets/Disorder Voices/274.wav
pathology,data/DataSets/Disorder Voices/275.wav
pathology,data/DataSets/Disorder Voices/276.wav
pathology,data/DataSets/Disorder Voices/277.wav
pathology,data/DataSets/Disorder Voices/278.wav
pathology,data/DataSets/Disorder Voices/279.wav
pathology,data/DataSets/Disorder Voices/28.wav
pathology,data/DataSets/Disorder Voices/280.wav
pathology,data/DataSets/Disorder Voices/281.wav
pathology,data/DataSets/Disorder Voices/282.wav
pathology,data/DataSets/Disorder Voices/283.wav
pathology,data/DataSets/Disorder Voices/284.wav
pathology,data/DataSets/Disorder Voices/285.wav
pathology,data/DataSets/Disorder Voices/286.wav
pathology,data/DataSets/Disorder Voices/287.wav
pathology,data/DataSets/Disorder Voices/288.wav
pathology,data/DataSets/Disorder Voices/289.wav
pathology,data/DataSets/Disorder Voices/29.wav
pathology,data/DataSets/Disorder Voices/290.wav
pathology,data/DataSets/Disorder Voices/291.wav
pathology,data/DataSets/Disorder Voices/292.wav
pathology,data/DataSets/Disorder Voices/293.wav
pathology,data/DataSets/Disorder Voices/294.wav
pathology,data/DataSets/Disorder Voices/295.wav
pathology,data/DataSets/Disorder Voices/296.wav
pathology,data/DataSets/Disorder Voices/297.wav
pathology,data/DataSets/Disorder Voices/298.wav
pathology,data/DataSets/Disorder Voices/299.wav
pathology,data/DataSets/Disorder Voices/3.wav
pathology,data/DataSets/Disorder Voices/30.wav
pathology,data/DataSets/Disorder Voices/300.wav
pathology,data/DataSets/Disorder Voices/301.wav
pathology,data/DataSets/Disorder Voices/302.wav
pathology,data/DataSets/Disorder Voices/303.wav
pathology,data/DataSets/Disorder Voices/304.wav
pathology,data/DataSets/Disorder Voices/305.wav
pathology,data/DataSets/Disorder Voices/306.wav
pathology,data/DataSets/Disorder Voices/307.wav
pathology,data/DataSets/Disorder Voices/308.wav
pathology,data/DataSets/Disorder Voices/309.wav
pathology,data/DataSets/Disorder Voices/31.wav
pathology,data/DataSets/Disorder Voices/310.wav
pathology,data/DataSets/Disorder Voices/311.wav
pathology,data/DataSets/Disorder Voices/312.wav
pathology,data/DataSets/Disorder Voices/313.wav
pathology,data/DataSets/Disorder Voices/314.wav
pathology,data/DataSets/Disorder Voices/315.wav
pathology,data/DataSets/Disorder Voices/316.wav
pathology,data/DataSets/Disorder Voices/317.wav
pathology,data/DataSets/Disorder Voices/318.wav
pathology,data/DataSets/Disorder Voices/319.wav
pathology,data/DataSets/Disorder Voices/32.wav
pathology,data/DataSets/Disorder Voices/320.wav
pathology,data/DataSets/Disorder Voices/321.wav
pathology,data/DataSets/Disorder Voices/322.wav
pathology,data/DataSets/Disorder Voices/323.wav
pathology,data/DataSets/Disorder Voices/324.wav
pathology,data/DataSets/Disorder Voices/325.wav
pathology,data/DataSets/Disorder Voices/326.wav
pathology,data/DataSets/Disorder Voices/327.wav
pathology,data/DataSets/Disorder Voices/328.wav
pathology,data/DataSets/Disorder Voices/329.wav
pathology,data/DataSets/Disorder Voices/33.wav
pathology,data/DataSets/Disorder Voices/330.wav
pathology,data/DataSets/Disorder Voices/331.wav
pathology,data/DataSets/Disorder Voices/332.wav
pathology,data/DataSets/Disorder Voices/333.wav
pathology,data/DataSets/Disorder Voices/334.wav
pathology,data/DataSets/Disorder Voices/335.wav
pathology,data/DataSets/Disorder Voices/336.wav
pathology,data/DataSets/Disorder Voices/337.wav
pathology,data/DataSets/Disorder Voices/338.wav
pathology,data/DataSets/Disorder Voices/339.wav
pathology,data/DataSets/Disorder Voices/34.wav
pathology,data/DataSets/Disorder Voices/340.wav
pathology,data/DataSets/Disorder Voices/341.wav
pathology,data/DataSets/Disorder Voices/342.wav
pathology,data/DataSets/Disorder Voices/343.wav
pathology,data/DataSets/Disorder Voices/344.wav
pathology,data/DataSets/Disorder Voices/345.wav
pathology,data/DataSets/Disorder Voices/346.wav
pathology,data/DataSets/Disorder Voices/347.wav
pathology,data/DataSets/Disorder Voices/348.wav
pathology,data/DataSets/Disorder Voices/349.wav
pathology,data/DataSets/Disorder Voices/35.wav
pathology,data/DataSets/Disorder Voices/350.wav
pathology,data/DataSets/Disorder Voices/351.wav
pathology,data/DataSets/Disorder Voices/352.wav
pathology,data/DataSets/Disorder Voices/353.wav
pathology,data/DataSets/Disorder Voices/354.wav
pathology,data/DataSets/Disorder Voices/355.wav
pathology,data/DataSets/Disorder Voices/356.wav
pathology,data/DataSets/Disorder Voices/357.wav
pathology,data/DataSets/Disorder Voices/358.wav
pathology,data/DataSets/Disorder Voices/359.wav
pathology,data/DataSets/Disorder Voices/36.wav
pathology,data/DataSets/Disorder Voices/360.wav
pathology,data/DataSets/Disorder Voices/361.wav
pathology,data/DataSets/Disorder Voices/362.wav
pathology,data/DataSets/Disorder Voices/363.wav
pathology,data/DataSets/Disorder Voices/364.wav
pathology,data/DataSets/Disorder Voices/365.wav
pathology,data/DataSets/Disorder Voices/366.wav
pathology,data/DataSets/Disorder Voices/367.wav
pathology,data/DataSets/Disorder Voices/368.wav
pathology,data/DataSets/Disorder Voices/369.wav
pathology,data/DataSets/Disorder Voices/37.wav
pathology,data/DataSets/Disorder Voices/370.wav
pathology,data/DataSets/Disorder Voices/371.wav
pathology,data/DataSets/Disorder Voices/372.wav
pathology,data/DataSets/Disorder Voices/373.wav
pathology,data/DataSets/Disorder Voices/374.wav
pathology,data/DataSets/Disorder Voices/375.wav
pathology,data/DataSets/Disorder Voices/376.wav
pathology,data/DataSets/Disorder Voices/377.wav
pathology,data/DataSets/Disorder Voices/378.wav
pathology,data/DataSets/Disorder Voices/379.wav
pathology,data/DataSets/Disorder Voices/38.wav
pathology,data/DataSets/Disorder Voices/380.wav
pathology,data/DataSets/Disorder Voices/381.wav
pathology,data/DataSets/Disorder Voices/382.wav
pathology,data/DataSets/Disorder Voices/383.wav
pathology,data/DataSets/Disorder Voices/384.wav
pathology,data/DataSets/Disorder Voices/385.wav
pathology,data/DataSets/Disorder Voices/386.wav
pathology,data/DataSets/Disorder Voices/387.wav
pathology,data/DataSets/Disorder Voices/388.wav
pathology,data/DataSets/Disorder Voices/389.wav
pathology,data/DataSets/Disorder Voices/39.wav
pathology,data/DataSets/Disorder Voices/390.wav
pathology,data/DataSets/Disorder Voices/391.wav
pathology,data/DataSets/Disorder Voices/392.wav
pathology,data/DataSets/Disorder Voices/393.wav
pathology,data/DataSets/Disorder Voices/394.wav
pathology,data/DataSets/Disorder Voices/395.wav
pathology,data/DataSets/Disorder Voices/396.wav
pathology,data/DataSets/Disorder Voices/397.wav
pathology,data/DataSets/Disorder Voices/398.wav
pathology,data/DataSets/Disorder Voices/399.wav
pathology,data/DataSets/Disorder Voices/4.wav
pathology,data/DataSets/Disorder Voices/40.wav
pathology,data/DataSets/Disorder Voices/400.wav
pathology,data/DataSets/Disorder Voices/401.wav
pathology,data/DataSets/Disorder Voices/402.wav
pathology,data/DataSets/Disorder Voices/403.wav
pathology,data/DataSets/Disorder Voices/404.wav
pathology,data/DataSets/Disorder Voices/405.wav
pathology,data/DataSets/Disorder Voices/406.wav
pathology,data/DataSets/Disorder Voices/407.wav
pathology,data/DataSets/Disorder Voices/408.wav
pathology,data/DataSets/Disorder Voices/409.wav
pathology,data/DataSets/Disorder Voices/41.wav
pathology,data/DataSets/Disorder Voices/410.wav
pathology,data/DataSets/Disorder Voices/411.wav
pathology,data/DataSets/Disorder Voices/412.wav
pathology,data/DataSets/Disorder Voices/413.wav
pathology,data/DataSets/Disorder Voices/414.wav
pathology,data/DataSets/Disorder Voices/415.wav
pathology,data/DataSets/Disorder Voices/416.wav
pathology,data/DataSets/Disorder Voices/417.wav
pathology,data/DataSets/Disorder Voices/418.wav
pathology,data/DataSets/Disorder Voices/419.wav
pathology,data/DataSets/Disorder Voices/42.wav
pathology,data/DataSets/Disorder Voices/420.wav
pathology,data/DataSets/Disorder Voices/421.wav
pathology,data/DataSets/Disorder Voices/422.wav
pathology,data/DataSets/Disorder Voices/423.wav
pathology,data/DataSets/Disorder Voices/424.wav
pathology,data/DataSets/Disorder Voices/425.wav
pathology,data/DataSets/Disorder Voices/426.wav
pathology,data/DataSets/Disorder Voices/427.wav
pathology,data/DataSets/Disorder Voices/428.wav
pathology,data/DataSets/Disorder Voices/429.wav
pathology,data/DataSets/Disorder Voices/43.wav
pathology,data/DataSets/Disorder Voices/430.wav
pathology,data/DataSets/Disorder Voices/431.wav
pathology,data/DataSets/Disorder Voices/432.wav
pathology,data/DataSets/Disorder Voices/433.wav
pathology,data/DataSets/Disorder Voices/434.wav
pathology,data/DataSets/Disorder Voices/435.wav
pathology,data/DataSets/Disorder Voices/436.wav
pathology,data/DataSets/Disorder Voices/437.wav
pathology,data/DataSets/Disorder Voices/438.wav
pathology,data/DataSets/Disorder Voices/439.wav
pathology,data/DataSets/Disorder Voices/44.wav
pathology,data/DataSets/Disorder Voices/440.wav
pathology,data/DataSets/Disorder Voices/441.wav
pathology,data/DataSets/Disorder Voices/442.wav
pathology,data/DataSets/Disorder Voices/443.wav
pathology,data/DataSets/Disorder Voices/444.wav
pathology,data/DataSets/Disorder Voices/445.wav
pathology,data/DataSets/Disorder Voices/446.wav
pathology,data/DataSets/Disorder Voices/447.wav
pathology,data/DataSets/Disorder Voices/448.wav
pathology,data/DataSets/Disorder Voices/449.wav
pathology,data/DataSets/Disorder Voices/45.wav
pathology,data/DataSets/Disorder Voices/450.wav
pathology,data/DataSets/Disorder Voices/451.wav
pathology,data/DataSets/Disorder Voices/452.wav
pathology,data/DataSets/Disorder Voices/453.wav
pathology,data/DataSets/Disorder Voices/454.wav
pathology,data/DataSets/Disorder Voices/455.wav
pathology,data/DataSets/Disorder Voices/456.wav
pathology,data/DataSets/Disorder Voices/457.wav
pathology,data/DataSets/Disorder Voices/458.wav
pathology,data/DataSets/Disorder Voices/459.wav
pathology,data/DataSets/Disorder Voices/46.wav
pathology,data/DataSets/Disorder Voices/460.wav
pathology,data/DataSets/Disorder Voices/461.wav
pathology,data/DataSets/Disorder Voices/462.wav
pathology,data/DataSets/Disorder Voices/463.wav
pathology,data/DataSets/Disorder Voices/464.wav
pathology,data/DataSets/Disorder Voices/465.wav
pathology,data/DataSets/Disorder Voices/466.wav
pathology,data/DataSets/Disorder Voices/467.wav
pathology,data/DataSets/Disorder Voices/468.wav
pathology,data/DataSets/Disorder Voices/469.wav
pathology,data/DataSets/Disorder Voices/47.wav
pathology,data/DataSets/Disorder Voices/470.wav
pathology,data/DataSets/Disorder Voices/471.wav
pathology,data/DataSets/Disorder Voices/472.wav
pathology,data/DataSets/Disorder Voices/473.wav
pathology,data/DataSets/Disorder Voices/474.wav
pathology,data/DataSets/Disorder Voices/475.wav
pathology,data/DataSets/Disorder Voices/476.wav
pathology,data/DataSets/Disorder Voices/477.wav
pathology,data/DataSets/Disorder Voices/478.wav
pathology,data/DataSets/Disorder Voices/479.wav
pathology,data/DataSets/Disorder Voices/48.wav
pathology,data/DataSets/Disorder Voices/480.wav
pathology,data/DataSets/Disorder Voices/481.wav
pathology,data/DataSets/Disorder Voices/482.wav
pathology,data/DataSets/Disorder Voices/483.wav
pathology,data/DataSets/Disorder Voices/484.wav
pathology,data/DataSets/Disorder Voices/485.wav
pathology,data/DataSets/Disorder Voices/486.wav
pathology,data/DataSets/Disorder Voices/487.wav
pathology,data/DataSets/Disorder Voices/488.wav
pathology,data/DataSets/Disorder Voices/489.wav
pathology,data/DataSets/Disorder Voices/49.wav
pathology,data/DataSets/Disorder Voices/490.wav
pathology,data/DataSets/Disorder Voices/491.wav
pathology,data/DataSets/Disorder Voices/492.wav
pathology,data/DataSets/Disorder Voices/493.wav
pathology,data/DataSets/Disorder Voices/494.wav
pathology,data/DataSets/Disorder Voices/495.wav
pathology,data/DataSets/Disorder Voices/496.wav
pathology,data/DataSets/Disorder Voices/497.wav
pathology,data/DataSets/Disorder Voices/498.wav
pathology,data/DataSets/Disorder Voices/499.wav
pathology,data/DataSets/Disorder Voices/5.wav
pathology,data/DataSets/Disorder Voices/50.wav
pathology,data/DataSets/Disorder Voices/500.wav
pathology,data/DataSets/Disorder Voices/501.wav
pathology,data/DataSets/Disorder Voices/502.wav
pathology,data/DataSets/Disorder Voices/503.wav
pathology,data/DataSets/Disorder Voices/504.wav
pathology,data/DataSets/Disorder Voices/505.wav
pathology,data/DataSets/Disorder Voices/506.wav
pathology,data/DataSets/Disorder Voices/507.wav
pathology,data/DataSets/Disorder Voices/508.wav
pathology,data/DataSets/Disorder Voices/509.wav
pathology,data/DataSets/Disorder Voices/51.wav
pathology,data/DataSets/Disorder Voices/510.wav
pathology,data/DataSets/Disorder Voices/511.wav
pathology,data/DataSets/Disorder Voices/512.wav
pathology,data/DataSets/Disorder Voices/513.wav
pathology,data/DataSets/Disorder Voices/514.wav
pathology,data/DataSets/Disorder Voices/515.wav
pathology,data/DataSets/Disorder Voices/516.wav
pathology,data/DataSets/Disorder Voices/517.wav
pathology,data/DataSets/Disorder Voices/518.wav
pathology,data/DataSets/Disorder Voices/519.wav
pathology,data/DataSets/Disorder Voices/52.wav
pathology,data/DataSets/Disorder Voices/520.wav
pathology,data/DataSets/Disorder Voices/521.wav
pathology,data/DataSets/Disorder Voices/522.wav
pathology,data/DataSets/Disorder Voices/523.wav
pathology,data/DataSets/Disorder Voices/524.wav
pathology,data/DataSets/Disorder Voices/525.wav
pathology,data/DataSets/Disorder Voices/526.wav
pathology,data/DataSets/Disorder Voices/527.wav
pathology,data/DataSets/Disorder Voices/528.wav
pathology,data/DataSets/Disorder Voices/529.wav
pathology,data/DataSets/Disorder Voices/53.wav
pathology,data/DataSets/Disorder Voices/530.wav
pathology,data/DataSets/Disorder Voices/531.wav
pathology,data/DataSets/Disorder Voices/532.wav
pathology,data/DataSets/Disorder Voices/533.wav
pathology,data/DataSets/Disorder Voices/534.wav
pathology,data/DataSets/Disorder Voices/535.wav
pathology,data/DataSets/Disorder Voices/536.wav
pathology,data/DataSets/Disorder Voices/537.wav
pathology,data/DataSets/Disorder Voices/538.wav
pathology,data/DataSets/Disorder Voices/539.wav
pathology,data/DataSets/Disorder Voices/54.wav
pathology,data/DataSets/Disorder Voices/540.wav
pathology,data/DataSets/Disorder Voices/541.wav
pathology,data/DataSets/Disorder Voices/542.wav
pathology,data/DataSets/Disorder Voices/543.wav
pathology,data/DataSets/Disorder Voices/544.wav
pathology,data/DataSets/Disorder Voices/545.wav
pathology,data/DataSets/Disorder Voices/546.wav
pathology,data/DataSets/Disorder Voices/547.wav
pathology,data/DataSets/Disorder Voices/548.wav
pathology,data/DataSets/Disorder Voices/549.wav
pathology,data/DataSets/Disorder Voices/55.wav
pathology,data/DataSets/Disorder Voices/550.wav
pathology,data/DataSets/Disorder Voices/551.wav
pathology,data/DataSets/Disorder Voices/552.wav
